id,cuisine
13458,mexican
14022,southern_us
40437,mexican
48136,mexican
17687,italian
48504,brazilian
22857,southern_us
11465,indian
42107,thai
12514,mexican
46339,indian
8383,southern_us
27362,italian
38646,indian
44084,chinese
12946,mexican
11670,indian
34916,italian
2944,mexican
33063,mexican
26982,italian
2231,mexican
5118,indian
28258,italian
44113,southern_us
47328,chinese
33937,mexican
40399,italian
23562,indian
12787,mexican
13992,italian
38992,southern_us
45269,mexican
15211,indian
34602,southern_us
41779,indian
4179,mexican
37925,italian
46161,italian
5512,southern_us
27845,mexican
12024,italian
41072,southern_us
17911,italian
4237,chinese
40442,italian
15522,mexican
6804,mexican
43807,mexican
21647,chinese
22758,southern_us
32551,mexican
20470,mexican
20842,chinese
43018,indian
45493,italian
42442,italian
14655,italian
32247,italian
32302,mexican
42075,mexican
19949,mexican
23352,southern_us
48549,southern_us
15053,italian
23490,chinese
12080,chinese
41992,mexican
10618,brazilian
2870,southern_us
49226,mexican
10052,southern_us
39400,italian
8410,mexican
15752,mexican
18854,italian
28448,italian
27260,mexican
1083,southern_us
21430,italian
46343,southern_us
12493,italian
14251,indian
37764,italian
3912,italian
28477,italian
25100,italian
44515,mexican
36019,southern_us
44471,italian
27855,indian
47538,southern_us
16954,mexican
5730,mexican
29892,cajun_creole
25581,italian
43708,indian
49152,mexican
40984,mexican
13050,italian
15031,italian
42841,southern_us
16325,southern_us
1866,southern_us
29547,chinese
24281,italian
49183,southern_us
41136,mexican
15790,indian
23832,japanese
4231,italian
5306,mexican
40103,italian
45908,mexican
34333,indian
19999,mexican
9304,indian
11613,mexican
30183,italian
14480,thai
26493,chinese
46415,mexican
23012,indian
2981,southern_us
31371,moroccan
8119,italian
48376,japanese
42957,mexican
18688,italian
38876,chinese
11197,italian
48216,mexican
24611,italian
16761,southern_us
47345,italian
16477,italian
31855,italian
403,italian
48608,mexican
1985,southern_us
36249,mexican
27201,chinese
22141,southern_us
34166,italian
4721,southern_us
44230,mexican
21409,italian
29986,italian
15401,italian
32341,italian
46266,italian
6633,indian
42713,italian
9117,italian
16266,italian
36470,southern_us
16164,indian
34712,chinese
29117,southern_us
34991,indian
24906,italian
36954,italian
29979,italian
16710,italian
48056,italian
24035,indian
32656,indian
45875,southern_us
1735,thai
35986,italian
45005,southern_us
46636,italian
31507,southern_us
31348,mexican
28362,italian
33305,indian
36747,southern_us
39897,italian
27450,chinese
49579,chinese
24426,mexican
11507,italian
6093,chinese
49338,italian
11560,italian
49597,mexican
17865,indian
5995,mexican
9707,mexican
6888,mexican
46148,southern_us
19940,southern_us
34637,italian
14214,mexican
15805,southern_us
34328,chinese
27174,southern_us
24919,italian
33206,mexican
10745,mexican
41550,mexican
5008,southern_us
10685,mexican
15287,italian
25701,italian
31525,italian
27096,chinese
36113,japanese
48480,southern_us
1944,italian
26314,italian
10478,chinese
15149,southern_us
5024,southern_us
1676,french
2869,italian
20079,southern_us
8053,mexican
6212,italian
13557,indian
9735,italian
39956,italian
21569,mexican
3269,italian
4461,cajun_creole
41598,mexican
44612,southern_us
20150,italian
7278,italian
35809,mexican
21612,mexican
20357,southern_us
23355,italian
27727,italian
34021,italian
9970,mexican
36438,southern_us
12079,southern_us
22380,indian
28065,chinese
49690,italian
48671,italian
18509,southern_us
8903,italian
23374,chinese
22475,mexican
28418,indian
42625,southern_us
44840,italian
42121,indian
2243,indian
18032,japanese
19392,mexican
25679,southern_us
11223,mexican
35867,italian
33842,mexican
12676,southern_us
38377,mexican
344,mexican
11864,italian
16895,italian
3001,indian
19195,italian
3635,southern_us
23150,chinese
17502,italian
16405,italian
34160,mexican
34495,italian
18377,chinese
18988,mexican
24880,italian
48302,italian
33358,indian
20732,italian
22094,italian
8638,mexican
35556,mexican
27248,cajun_creole
15746,italian
46404,mexican
23323,italian
39018,southern_us
23510,italian
27710,southern_us
30540,indian
48945,southern_us
37197,chinese
27343,chinese
29349,southern_us
38383,southern_us
46758,mexican
24859,chinese
18292,mexican
32450,italian
35936,thai
36789,italian
19804,mexican
16604,italian
585,mexican
29352,indian
48392,italian
44324,italian
5012,southern_us
19487,italian
17263,mexican
26127,italian
39464,italian
4870,chinese
16171,mexican
308,moroccan
19155,cajun_creole
18736,mexican
43352,southern_us
24652,mexican
44181,italian
36237,indian
30286,italian
4019,southern_us
20111,southern_us
35543,italian
25992,southern_us
8275,mexican
49613,chinese
45149,indian
38610,indian
18111,mexican
35670,italian
30349,italian
12034,chinese
20729,cajun_creole
11458,italian
16423,indian
47404,italian
43875,chinese
43513,southern_us
21894,italian
9350,italian
18519,mexican
4651,mexican
14831,mexican
32530,italian
44131,indian
36724,southern_us
20264,cajun_creole
4994,indian
47875,southern_us
1952,chinese
6792,cajun_creole
44853,italian
13807,italian
14303,italian
27449,mexican
20389,italian
32028,italian
9758,italian
15295,italian
14904,italian
9534,italian
46950,italian
15648,indian
44473,italian
29833,italian
3015,italian
43675,southern_us
3329,southern_us
27359,mexican
18163,italian
45238,indian
2146,italian
17194,french
15864,italian
6084,southern_us
44220,italian
1843,italian
4777,italian
27182,italian
47648,italian
30068,mexican
36696,mexican
47909,italian
19016,mexican
32683,chinese
224,italian
2031,cajun_creole
26715,chinese
23886,mexican
28724,indian
46037,italian
38683,chinese
19328,italian
15324,italian
20480,italian
43132,mexican
25028,italian
15859,italian
13023,indian
27838,mexican
3661,indian
35313,mexican
45668,mexican
3070,southern_us
20607,italian
33560,mexican
43354,italian
19935,italian
45795,italian
42932,mexican
42059,italian
47601,mexican
31240,chinese
5339,southern_us
8192,italian
4831,chinese
9134,indian
49500,indian
45456,southern_us
47506,mexican
43238,southern_us
43910,french
36829,thai
2771,italian
14712,southern_us
37718,mexican
5264,indian
26273,italian
48641,mexican
46990,indian
26575,italian
43906,italian
30518,mexican
45950,southern_us
15967,italian
25115,mexican
15112,italian
34860,cajun_creole
32100,italian
11239,chinese
809,italian
9212,italian
34741,mexican
29409,mexican
39986,cajun_creole
21487,italian
36981,italian
19115,indian
37110,mexican
36185,chinese
26244,chinese
18026,italian
36961,italian
14384,mexican
6039,italian
31871,indian
35841,mexican
16074,italian
39180,southern_us
19331,italian
8658,italian
49574,italian
25237,mexican
6947,italian
5309,italian
35914,italian
14715,southern_us
47994,southern_us
11508,chinese
41662,italian
39047,mexican
22933,italian
5016,japanese
49449,italian
39029,southern_us
1721,mexican
41864,italian
17358,mexican
36847,mexican
34812,indian
5486,southern_us
2492,chinese
45624,mexican
7576,italian
34773,chinese
16904,chinese
4279,mexican
38068,southern_us
7370,indian
23586,italian
48790,mexican
26717,mexican
32749,italian
42536,chinese
5372,french
37143,southern_us
37244,italian
27674,thai
778,chinese
14686,italian
9274,mexican
37769,italian
12871,italian
38528,mexican
32968,indian
6275,italian
4732,southern_us
9452,indian
29194,indian
16627,southern_us
5127,italian
26447,italian
11489,indian
23884,southern_us
14545,indian
19620,italian
9771,southern_us
21265,mexican
38249,italian
3483,southern_us
21262,italian
14605,chinese
9448,indian
15750,mexican
6413,italian
17585,chinese
10057,indian
29462,southern_us
18943,italian
22591,mexican
32048,southern_us
32249,southern_us
39578,chinese
21724,italian
27119,southern_us
25094,chinese
41200,southern_us
33033,indian
21389,southern_us
49103,italian
12519,mexican
26913,indian
12460,italian
3397,mexican
3502,chinese
42877,italian
249,chinese
46008,french
14185,mexican
20873,italian
11722,italian
24883,indian
3932,italian
25728,southern_us
16428,mexican
7887,mexican
48364,chinese
47197,italian
28640,mexican
16758,chinese
39135,italian
33302,italian
23677,mexican
25509,mexican
35746,chinese
46195,italian
19788,italian
18888,italian
21153,italian
44672,southern_us
48707,italian
2232,southern_us
36081,chinese
948,italian
24512,indian
24382,southern_us
40648,italian
48886,southern_us
21967,italian
40119,italian
38221,indian
49494,cajun_creole
17286,italian
10421,mexican
13088,italian
34348,italian
15405,indian
15218,italian
40233,vietnamese
26098,chinese
17221,mexican
25198,italian
22532,italian
41563,southern_us
2554,southern_us
38170,mexican
29476,italian
33384,italian
5770,chinese
5628,chinese
44069,italian
18530,italian
22369,indian
9498,italian
26476,italian
29939,italian
9336,thai
26377,mexican
18442,mexican
13470,mexican
34689,southern_us
11016,southern_us
28985,indian
25293,mexican
569,southern_us
29992,chinese
20363,italian
6981,southern_us
30154,chinese
39960,italian
25975,italian
4029,indian
49081,italian
7493,chinese
10393,mexican
6915,italian
42310,italian
15612,mexican
23160,southern_us
37897,southern_us
44731,italian
3460,southern_us
29855,italian
31140,chinese
4481,southern_us
30882,italian
511,chinese
1120,italian
42651,mexican
18209,southern_us
38368,chinese
31783,thai
37589,italian
17752,chinese
37020,indian
19503,italian
2718,mexican
28365,mexican
45843,french
4514,chinese
4311,chinese
41356,italian
12022,southern_us
6846,mexican
8983,indian
47589,italian
14859,southern_us
20035,southern_us
732,thai
38568,southern_us
10871,italian
42540,indian
48782,southern_us
17988,mexican
8147,chinese
32029,mexican
25598,italian
8695,chinese
11213,mexican
21053,italian
29154,southern_us
33691,chinese
32129,italian
43787,chinese
40642,italian
39782,southern_us
38430,italian
33438,chinese
31602,southern_us
17581,italian
25169,italian
35755,italian
33544,mexican
34252,thai
30764,italian
44946,italian
716,mexican
24668,italian
24270,chinese
13165,italian
33758,italian
3090,vietnamese
43987,southern_us
39021,mexican
44460,italian
29876,southern_us
17737,indian
36772,indian
18174,southern_us
20924,southern_us
39098,italian
32571,mexican
26957,chinese
11363,mexican
20736,thai
42639,chinese
43350,indian
15451,italian
45175,mexican
5652,italian
1569,chinese
39036,chinese
13673,chinese
1550,mexican
38553,southern_us
38594,mexican
3220,mexican
24686,mexican
10863,italian
46683,italian
5113,indian
34967,mexican
15420,italian
9607,italian
7190,mexican
7482,italian
3928,italian
11288,mexican
1948,indian
6590,chinese
20275,indian
14212,mexican
47990,italian
36653,italian
22436,italian
34790,southern_us
45752,italian
19159,mexican
14515,italian
27510,italian
38699,chinese
34959,italian
7206,indian
2316,italian
18823,mexican
1909,italian
48313,cajun_creole
5844,southern_us
29975,italian
41091,mexican
9532,southern_us
46569,italian
10399,chinese
42934,italian
2688,mexican
27095,italian
12476,italian
23070,mexican
9837,italian
45829,italian
31887,southern_us
28518,southern_us
47168,italian
45321,mexican
20662,italian
9699,thai
41018,chinese
705,southern_us
42898,italian
633,indian
31443,mexican
18613,mexican
19060,southern_us
17845,italian
1534,italian
41786,italian
31656,chinese
17330,italian
7048,italian
7938,southern_us
46208,italian
33759,italian
5526,chinese
26943,mexican
20701,italian
35701,indian
36687,italian
21401,mexican
376,southern_us
6980,italian
39402,italian
43095,mexican
18576,mexican
39720,indian
17526,italian
27549,italian
27123,italian
22979,italian
46113,mexican
31557,mexican
20414,italian
14487,thai
24881,italian
17955,italian
39109,mexican
35576,italian
25876,italian
24669,mexican
22261,chinese
832,chinese
29742,italian
21381,mexican
34322,italian
7224,japanese
17978,southern_us
9438,chinese
9458,chinese
41045,indian
34614,mexican
16651,italian
8230,chinese
39372,italian
39357,indian
44341,mexican
42052,southern_us
45208,thai
28626,southern_us
48345,vietnamese
37791,mexican
15227,chinese
24053,italian
17716,southern_us
6087,chinese
28000,mexican
4320,italian
21783,italian
16148,mexican
47562,italian
31541,italian
43574,southern_us
45475,italian
16953,southern_us
5239,chinese
4595,indian
37279,southern_us
33264,italian
30484,mexican
9200,southern_us
7457,thai
42413,chinese
18484,thai
20985,mexican
29503,italian
45242,italian
46953,italian
13948,mexican
1623,italian
33251,italian
6148,italian
30392,southern_us
144,chinese
20602,southern_us
48085,italian
14896,italian
47518,indian
29161,cajun_creole
39363,mexican
694,indian
3887,italian
12671,southern_us
31117,chinese
14714,mexican
29993,chinese
20639,italian
17665,greek
3969,indian
11014,mexican
19530,southern_us
17271,mexican
30457,italian
22989,indian
45756,indian
20297,chinese
10942,mexican
35686,mexican
13032,italian
7951,mexican
20432,southern_us
17971,mexican
4128,mexican
7589,mexican
18816,chinese
12650,chinese
418,indian
36366,southern_us
32991,mexican
6424,italian
8134,indian
39280,southern_us
3091,italian
23382,italian
34090,mexican
23320,indian
14962,southern_us
42047,mexican
44805,mexican
36584,italian
3016,indian
6391,chinese
38188,mexican
1784,mexican
18300,italian
3856,italian
41841,italian
16837,italian
23687,southern_us
38118,indian
27801,chinese
17096,chinese
20235,mexican
13288,southern_us
26749,italian
19084,mexican
35200,mexican
41073,italian
28016,italian
18431,italian
22228,chinese
27456,mexican
325,italian
6543,italian
7062,italian
49221,italian
44536,italian
24865,indian
26543,chinese
10096,southern_us
38273,italian
6710,italian
49243,italian
19624,italian
24435,cajun_creole
14883,italian
22516,italian
587,southern_us
40539,mexican
11208,mexican
18273,mexican
22762,mexican
13300,italian
42245,italian
14177,italian
4184,indian
14277,southern_us
41308,italian
34438,italian
9805,chinese
38007,italian
23919,indian
13945,mexican
32279,indian
17456,mexican
47941,italian
32310,italian
44442,italian
14163,mexican
27573,italian
777,southern_us
44116,indian
13347,mexican
29348,chinese
14219,mexican
39983,italian
33682,italian
21443,indian
47642,mexican
1759,cajun_creole
1205,southern_us
4794,italian
17408,italian
34666,mexican
40237,italian
13778,italian
41289,italian
3560,southern_us
35830,mexican
11151,italian
12789,cajun_creole
21166,italian
24716,indian
25586,mexican
11046,southern_us
31793,indian
28746,italian
7226,mexican
30991,southern_us
47476,indian
30626,italian
49367,indian
35754,indian
4247,mexican
49423,italian
22295,italian
2749,chinese
685,italian
30988,italian
46285,italian
40492,mexican
22264,italian
15921,mexican
388,chinese
33121,chinese
35685,mexican
4416,italian
17725,italian
39525,italian
27034,italian
28470,southern_us
38953,mexican
20045,southern_us
12896,mexican
39573,italian
8838,mexican
15399,mexican
39439,mexican
26837,chinese
41220,southern_us
35968,chinese
24335,thai
10983,chinese
5516,italian
38894,thai
11887,italian
31306,southern_us
38578,indian
3561,southern_us
45095,thai
30969,italian
14389,southern_us
29670,chinese
40995,southern_us
33629,italian
10616,italian
30886,italian
18995,indian
31098,chinese
34607,italian
48989,italian
44542,japanese
47075,mexican
19228,chinese
2685,southern_us
11686,chinese
9610,mexican
30405,italian
43666,mexican
32892,italian
44741,indian
6791,chinese
440,italian
22693,mexican
24328,chinese
13800,chinese
23873,cajun_creole
12767,southern_us
5929,mexican
20645,mexican
20999,cajun_creole
29995,italian
35223,southern_us
22414,italian
23410,chinese
36558,japanese
13704,southern_us
41952,indian
46915,cajun_creole
47170,mexican
2295,indian
46128,southern_us
48349,mexican
1482,chinese
26589,southern_us
9418,italian
31356,italian
16052,mexican
43594,mexican
29099,indian
23472,italian
34914,italian
19404,thai
28299,italian
12314,southern_us
6047,italian
37581,italian
12750,chinese
17498,chinese
7694,italian
14531,indian
26628,mexican
8205,italian
25101,mexican
29045,italian
20917,indian
8311,italian
10213,chinese
15241,thai
46132,french
15349,italian
22580,mexican
47335,italian
17759,cajun_creole
27633,mexican
42313,mexican
47272,thai
4553,mexican
15235,italian
34102,mexican
21227,southern_us
9782,italian
6913,italian
11944,chinese
19035,moroccan
9848,mexican
42745,mexican
40846,italian
27618,mexican
41067,mexican
13555,southern_us
18063,mexican
16962,chinese
8415,southern_us
19041,cajun_creole
38889,italian
32528,thai
21750,italian
11344,chinese
27945,chinese
37025,italian
789,mexican
25084,chinese
6024,italian
14741,indian
20468,italian
26963,italian
1451,indian
27745,mexican
31347,cajun_creole
46592,mexican
38107,indian
5987,southern_us
1808,southern_us
23783,italian
28618,italian
36764,chinese
11326,mexican
3020,chinese
24326,italian
34002,filipino
11499,southern_us
9268,southern_us
49368,chinese
44720,chinese
13127,mexican
34494,italian
48382,italian
18585,italian
40052,chinese
46321,southern_us
49561,southern_us
9453,mexican
19555,mexican
17833,italian
10196,southern_us
35996,indian
22530,italian
44176,italian
2669,italian
10896,indian
7343,italian
46255,italian
27043,italian
20998,southern_us
12357,mexican
36339,italian
45086,chinese
37690,southern_us
37829,indian
3537,mexican
5150,italian
13,southern_us
44579,italian
8749,southern_us
131,mexican
44306,mexican
19202,italian
21300,southern_us
27286,italian
18297,italian
4388,indian
22234,italian
7359,italian
39947,southern_us
6855,southern_us
46057,mexican
33950,italian
36009,southern_us
23732,italian
21316,thai
32806,mexican
34343,mexican
11973,italian
2380,mexican
30667,italian
42364,indian
30258,italian
34109,indian
5265,italian
123,mexican
12498,italian
23713,mexican
25176,italian
28576,indian
32563,mexican
38829,indian
3835,italian
1960,indian
43991,italian
45136,mexican
41554,italian
10118,italian
43827,mexican
32583,mexican
31949,italian
23574,chinese
28211,chinese
21793,mexican
25914,mexican
34735,italian
26071,chinese
9476,italian
29443,southern_us
16966,chinese
6457,italian
25882,mexican
48390,italian
28356,southern_us
15699,italian
2090,italian
4686,italian
27937,mexican
25560,mexican
38937,italian
48670,southern_us
2547,italian
17442,southern_us
28669,italian
4410,italian
36917,chinese
46755,italian
25321,italian
47019,chinese
33077,italian
11593,italian
44295,mexican
46632,chinese
18503,chinese
29030,southern_us
32516,french
35128,southern_us
41715,chinese
49185,indian
35517,italian
13909,southern_us
36886,southern_us
29304,mexican
29577,mexican
24570,mexican
29466,chinese
10724,indian
30026,italian
37133,mexican
29346,mexican
32871,thai
46420,chinese
29083,chinese
4402,italian
15877,italian
33448,indian
3541,mexican
27704,indian
28658,italian
23793,italian
11040,italian
28419,italian
37086,italian
13965,mexican
28674,mexican
5645,southern_us
20756,mexican
15548,italian
14495,southern_us
11989,italian
47482,chinese
14101,mexican
1289,mexican
49473,italian
39161,italian
14452,italian
31489,thai
15599,mexican
28440,italian
33624,mexican
24090,indian
16137,italian
4819,southern_us
1377,southern_us
47636,italian
25907,chinese
35894,mexican
20315,mexican
27199,southern_us
34055,italian
26938,italian
5734,mexican
32241,italian
2163,southern_us
20340,southern_us
6278,chinese
49404,italian
36731,southern_us
29165,italian
24932,indian
6591,italian
14644,mexican
43518,southern_us
28979,chinese
45821,mexican
26627,mexican
39139,mexican
3026,indian
13204,italian
762,chinese
28036,italian
46514,mexican
34536,italian
36484,indian
5676,mexican
13715,southern_us
43019,mexican
2471,mexican
34065,italian
39362,italian
4987,italian
28414,southern_us
8710,italian
6610,italian
28847,indian
10560,indian
32993,italian
16912,mexican
35262,italian
46936,thai
14553,italian
17471,chinese
22897,italian
2789,mexican
3897,italian
22751,italian
16566,chinese
23033,southern_us
30500,mexican
13018,indian
13077,italian
9177,mexican
16012,italian
5293,mexican
35451,southern_us
5591,italian
44443,mexican
36811,italian
7031,indian
11475,italian
5556,italian
33728,indian
46703,southern_us
41776,italian
4099,italian
4251,mexican
29381,italian
30300,chinese
27494,italian
48254,italian
32789,mexican
44569,chinese
44160,italian
18762,mexican
23808,southern_us
11875,mexican
35843,indian
4948,indian
34713,thai
8352,italian
28407,mexican
3506,southern_us
44338,chinese
38464,italian
1139,mexican
12287,indian
27031,italian
42153,french
42686,southern_us
44415,mexican
10072,italian
8618,italian
14153,mexican
23825,italian
21440,italian
13366,italian
24979,mexican
33437,mexican
4864,southern_us
33017,italian
15122,chinese
42731,southern_us
8281,southern_us
2812,italian
30683,southern_us
24249,southern_us
12169,cajun_creole
28629,italian
32774,southern_us
15181,italian
44314,mexican
37583,southern_us
28069,chinese
33503,chinese
24015,italian
39333,chinese
13414,italian
4855,italian
6512,southern_us
21974,italian
9062,italian
6243,italian
10675,mexican
35788,italian
37372,chinese
28810,italian
23045,italian
21296,southern_us
33484,italian
30045,chinese
17354,indian
30061,mexican
41671,mexican
13160,indian
43260,chinese
43992,chinese
16117,italian
30403,italian
37331,italian
5456,southern_us
26893,southern_us
44470,french
38130,italian
9361,mexican
19320,italian
3545,chinese
25778,italian
34074,chinese
34216,brazilian
38817,italian
20749,mexican
31535,italian
2052,southern_us
18186,chinese
49595,french
47592,italian
26011,italian
23403,indian
8005,italian
19517,southern_us
10157,mexican
47071,southern_us
22469,italian
26224,italian
29482,southern_us
8227,chinese
12580,southern_us
26385,southern_us
49610,southern_us
6446,italian
1766,mexican
19538,chinese
44811,italian
16844,mexican
28777,mexican
28282,italian
15025,southern_us
35345,chinese
21527,chinese
26997,indian
40454,chinese
2828,italian
18980,mexican
13604,mexican
9911,mexican
49684,chinese
5056,mexican
2990,mexican
32016,cajun_creole
37476,chinese
33761,chinese
20280,southern_us
19266,italian
17492,italian
29376,italian
39788,mexican
606,chinese
28514,southern_us
8497,chinese
14688,italian
6514,southern_us
22222,mexican
40303,mexican
23173,southern_us
26842,italian
38197,italian
6680,indian
11165,mexican
10077,southern_us
10703,chinese
32046,southern_us
40961,southern_us
35596,thai
1653,italian
3886,southern_us
14121,italian
36351,thai
32915,italian
5386,italian
40215,mexican
183,mexican
24641,mexican
47715,mexican
34390,italian
712,chinese
12535,chinese
49435,southern_us
30517,italian
3489,southern_us
1636,italian
30044,mexican
24095,mexican
22105,italian
24627,japanese
38840,mexican
9246,southern_us
32088,mexican
38769,chinese
5657,southern_us
15325,chinese
28603,mexican
42188,italian
30446,italian
1757,chinese
32710,southern_us
2136,italian
27690,indian
35074,southern_us
48873,mexican
39277,southern_us
28708,italian
45762,italian
37933,italian
4491,moroccan
35597,italian
15163,italian
25745,italian
49614,mexican
41946,southern_us
6372,italian
39604,italian
42983,italian
19983,indian
21892,mexican
20647,italian
47368,japanese
3557,italian
41749,italian
31498,italian
19271,southern_us
15640,chinese
26181,italian
22491,southern_us
31939,vietnamese
35961,italian
9811,italian
40599,indian
40190,mexican
16581,italian
22637,mexican
37123,mexican
36020,italian
2226,italian
43012,italian
13134,italian
18749,southern_us
1692,southern_us
10138,italian
25235,indian
13955,italian
42655,mexican
12415,italian
7502,italian
27394,southern_us
44210,mexican
5331,southern_us
25173,mexican
48988,mexican
20735,thai
22048,italian
27644,mexican
43242,mexican
28368,italian
2429,italian
25477,mexican
30938,mexican
29877,italian
30451,mexican
48987,thai
17989,french
13439,indian
33444,italian
38794,mexican
37227,italian
39679,southern_us
34234,italian
38038,chinese
7274,italian
18018,italian
11450,italian
48160,italian
21288,italian
34704,southern_us
46684,italian
7049,mexican
9116,mexican
22485,italian
6346,mexican
40269,mexican
35850,chinese
1429,southern_us
19739,southern_us
38972,southern_us
39570,italian
43463,italian
21757,italian
36070,italian
40550,mexican
22914,indian
15074,indian
41576,mexican
46372,italian
8751,italian
47378,italian
21143,japanese
3818,indian
48486,italian
23388,italian
37216,cajun_creole
13142,cajun_creole
828,italian
18468,chinese
25554,southern_us
9863,italian
12771,chinese
3066,italian
35442,mexican
25696,italian
38136,italian
35825,italian
28933,mexican
34629,southern_us
22169,italian
7028,chinese
37204,mexican
16980,mexican
27356,italian
11736,italian
1632,indian
1073,mexican
8236,italian
42866,italian
30904,thai
35258,italian
17290,italian
35929,mexican
46072,chinese
46763,italian
47664,italian
45625,indian
31177,mexican
33941,mexican
12272,southern_us
48146,italian
11812,italian
42795,mexican
14372,italian
2964,mexican
9236,chinese
18992,chinese
30902,italian
30939,italian
20108,italian
6562,indian
46412,vietnamese
8034,italian
37521,southern_us
46651,italian
32493,chinese
3251,italian
31825,southern_us
2676,italian
32140,italian
5326,mexican
38240,italian
45874,chinese
17253,chinese
25292,mexican
48666,indian
49278,mexican
47903,southern_us
42062,italian
27885,italian
21229,mexican
47629,italian
16695,indian
5355,southern_us
45369,mexican
25736,italian
29882,indian
38900,mexican
1508,italian
2526,italian
16563,mexican
49060,southern_us
31448,southern_us
36746,chinese
1280,southern_us
41950,mexican
25948,italian
35444,chinese
2881,mexican
44080,southern_us
4446,chinese
47106,indian
15521,chinese
44359,southern_us
48967,southern_us
1599,italian
44514,italian
7140,indian
27656,cajun_creole
35581,cajun_creole
6359,chinese
41639,italian
42680,mexican
31520,mexican
47846,mexican
7993,italian
2996,italian
27737,thai
27427,italian
3734,italian
44673,italian
43924,chinese
18628,italian
3596,chinese
37666,southern_us
14633,italian
36259,indian
19752,mexican
16697,southern_us
9550,mexican
20813,southern_us
34356,italian
3583,italian
14148,chinese
28329,italian
166,mexican
12368,southern_us
32261,thai
35306,southern_us
1414,chinese
45051,southern_us
20767,mexican
23450,italian
404,italian
527,japanese
25416,vietnamese
25409,southern_us
34603,chinese
20266,mexican
9513,italian
7794,italian
19429,indian
11328,italian
49242,mexican
40411,chinese
46424,italian
1634,southern_us
47221,thai
3963,southern_us
15515,mexican
6735,mexican
41899,southern_us
36222,chinese
24468,italian
9876,southern_us
33614,southern_us
42279,italian
46846,chinese
34711,chinese
39556,southern_us
1064,italian
30080,italian
6076,italian
5670,italian
44525,indian
19743,indian
36205,italian
9030,italian
39755,chinese
39434,chinese
37803,italian
30053,italian
11661,italian
17918,southern_us
44237,southern_us
38536,italian
47369,italian
6108,mexican
16807,indian
41329,southern_us
33582,chinese
9570,mexican
47129,italian
14268,italian
8395,indian
38977,mexican
22716,southern_us
25753,southern_us
12018,mexican
31659,indian
21149,italian
10328,indian
33585,italian
29192,italian
46733,mexican
12887,chinese
24354,southern_us
39237,italian
19430,italian
39895,mexican
34566,italian
17889,chinese
40652,mexican
31395,italian
35908,mexican
18341,mexican
17745,mexican
40560,mexican
25097,italian
31430,italian
25484,indian
43668,italian
2184,indian
12106,chinese
25747,indian
11423,italian
22403,indian
2880,korean
15445,italian
9825,mexican
31607,italian
9341,mexican
2406,italian
28466,italian
8619,italian
16097,italian
11652,mexican
16852,southern_us
29111,italian
33602,mexican
35,mexican
47741,italian
39820,southern_us
25332,chinese
5720,italian
19634,southern_us
34851,chinese
14117,chinese
12195,southern_us
33665,italian
46228,italian
15964,italian
47502,chinese
41865,mexican
46055,southern_us
8863,mexican
48658,italian
42251,italian
33164,italian
24526,southern_us
39431,southern_us
3893,southern_us
34175,southern_us
6727,southern_us
17230,mexican
24579,mexican
15873,southern_us
3703,southern_us
27030,italian
9149,italian
16152,mexican
49665,italian
27036,italian
8341,italian
30384,southern_us
32883,southern_us
29047,mexican
31964,italian
7011,italian
46301,southern_us
3495,chinese
11949,mexican
975,southern_us
15529,mexican
15372,mexican
5176,italian
13631,italian
42028,italian
4936,mexican
26471,mexican
43833,indian
47933,southern_us
38373,mexican
5780,italian
46303,italian
27308,italian
10340,southern_us
48900,southern_us
876,cajun_creole
10446,southern_us
15082,mexican
31706,italian
24885,southern_us
34944,mexican
7917,italian
5923,indian
44272,italian
41074,southern_us
381,italian
16053,southern_us
37470,southern_us
23027,mexican
42078,italian
13183,italian
14828,italian
15394,mexican
46300,italian
38963,mexican
679,italian
34558,chinese
31528,cajun_creole
45629,mexican
5034,mexican
35031,italian
13237,mexican
42339,italian
3911,italian
20409,southern_us
24741,italian
18381,indian
7572,italian
24226,southern_us
19945,mexican
31809,italian
17903,italian
48664,italian
14122,italian
3175,mexican
3403,italian
11062,italian
16629,mexican
11349,italian
14353,mexican
25633,mexican
11424,mexican
36024,mexican
7151,mexican
12777,mexican
34289,southern_us
13904,italian
40792,southern_us
11649,southern_us
227,italian
10396,italian
6559,chinese
14195,italian
21511,italian
431,thai
5651,italian
20754,indian
24905,southern_us
16731,chinese
9006,mexican
43909,italian
28526,italian
31141,italian
39787,mexican
35320,mexican
25077,chinese
2902,italian
34305,indian
6174,southern_us
24695,italian
12211,chinese
13227,chinese
728,indian
21635,indian
14011,southern_us
5861,italian
9976,indian
49218,chinese
27684,mexican
11095,chinese
47314,italian
41901,italian
5859,italian
3947,indian
14030,mexican
10056,italian
39408,southern_us
35283,italian
13994,southern_us
36302,italian
16113,chinese
47207,mexican
36198,mexican
21134,southern_us
49070,italian
8030,mexican
31802,mexican
36511,mexican
7785,italian
38965,southern_us
31453,italian
43100,mexican
32307,southern_us
45405,italian
28532,italian
16092,southern_us
29029,italian
5596,mexican
11369,mexican
37436,mexican
2421,italian
22070,mexican
10600,southern_us
11150,italian
29257,italian
38540,southern_us
18998,mexican
39974,southern_us
2159,southern_us
19679,chinese
44146,italian
36086,chinese
20676,indian
39779,chinese
33522,mexican
498,italian
45937,mexican
41501,southern_us
44156,mexican
5643,indian
35874,italian
